SHIP'S NAME,AKA,SHIP'S OWNER,VESSEL TYPE,YEAR BUILT,WHERE BUILT,DATE LOST,YEAR,MNTH,DAY,LOCATION LOST,LATITUDE LOST,LONGITUDE LOST,CAUSE OF LOSS,CONSTRUCTION,FLAG,LENGTH,BEAM,DRAFT,GROSS TONNAGE,NET TONNAGE,HOME (HAILING) PORT,DEPARTURE PORT,DESTINATION PORT,MASTER,# CREW,# PASS,LIVES LOST,SHIP VALUE,CARGO VALUE,NATURE OF CARGO,USLSS STATION NAME,LOST,PHOTO ON FILE,MISC INFORMATION,MUSEUM CROSS REFERENCE
Harriet Louisa,,,Schooner,,,~ 5/1857,1857,5,,"Highlands, NJ",,,,,,,,,,,"Bridgeport, CT",,,Miller,,,,"$3,000",,,,Y,N,Sunk,
Harriet Neal,,,Schooner,,,8/16/1866,1866,8,16,Deal Beach,,,,,,,,,,,,"Baltimore, MD","New York, NY",,,,,,,,,,N,"Possible ""Harriet Newell""",
Harriet Newell,,,Schooner,,,3/16/1861,1861,3,16,Deal Beach,,,,,,,,,,,,,,,5,,0,,,,,,N,,
Harriet S Brooks,,W C Brooks,Schooner,1867,"Smyrna, DE",12/24/1875,1875,12,24,Squan Beach,,,Stranded,,US,,,10,231.4,,"Philadelphia, PA","Providence, RI","Newcastle, DE",Jacob Buhler,6,,0,"$14,500",$0,None,Pt Pleasant #10,,N,#11801,
Harriet Wiggins,,,Schooner,,,5/1/1866,1866,5,1,Corsons Inlet,39-12-10 N,74-38-30 W,Burned,,,,,,,,,"New York, NY","Philadelphia, PA",,5,,,,,Lime,,Y,N ,Sunk,
Harrisburg,,Philadelphia & Reading RR Co,Schooner steam,1873,,2/28/1880,1880,2,28,"Off Barnegat, NJ",,,Collision in fog,,,,,,1283, ,"Philadelphia, PA","Boston, MA","Philadelphia, PA",Frank Wuth,18,,0,"$180,000",,Water ballast,,,N,#95267,
Harrisburgh,,,Schooner,,,9/13/1846,1846,9,13,New York S 4 mi,,,Grounded/ broke up in gale,,,,,,,,"Elizabethport, NJ","New York, NY","Philadelphia, PA",,,,,,,,,Y,N,No sighting of captain or crew,
Harrison,,,Schooner,,,1/1/1837,1837,1,1,Highlands S 2 mi,,,Stranded,,,,,,,,"Egg Harbor, NJ",,,,,,,,,,,,N,,
Harrison Jones,,,Schooner,,,9/23/1859,1859,9,23,Deal Beach,,,Wrecked,,,,,,,,,,,,7,,0,,,,,,N,,
Harry and Aubrey,,,Bark,,,1/25/1892,1892,1,25,"Blue Point, NJ",,,,,England,,,,,,,,,,9,,0,,,,Lone Hill & Belport,,N,,
Harry B Diverty,,,Schooner,1873,"Dennisville, NJ",7/1/1893,1893,7,1,Cape May LSS SW 2 mi,,,Stranded,Wood,US,110.3,23,8.6,176,166.9,"Camden, NJ","Port Eaton, NY","Philadelphia, PA",Taylor,5,,0,"$4,000",$550,Gravel,Cape May  ,N,N,#95187; Refloated; All saved,
Harry B Ritter,,Charles Magee,Schooner,1878,"Mauricetown, NJ",11/28/1898,1898,11,28,Barnegat SE 100 mi,,,Foundered,Wood,US,141,35.4,17.5,643.76,611.58,"Philadelphia, PA","Fernandina, FL","New York, NY",A W Clark,8,,0,"$9,000","$5,000",920 tons of yellow pine,,Y,N ,#95539 Total loss,
Harry C Shepard (1879),,,Schooner,1870,"Mays Landing, NJ",1/9/1879,1879,1,9,Highlands E 7 mi,,,Damaged in gale,,US,,,,213.18,,"Somers Point, NJ","St Augustine, FL","New York, NY",Steelman,,,,,,,,N,N,#95055,
Harry C Shepard (1884),,,Schooner 3 masted,1870,"Mays Landing, NJ",5/2/1884,1884,5,2,Sandy Hook,,,"Collision w/ ""Richard Vaux""",,,110,29,8,213.13,,"Somers Point, NJ",Virginia,"New York, NY",,,,,,,Pine wood,,N,N ,#95055 Damaged,
Harry Conrad,,,Schooner,,,2/1872,1872,2,,Cape May,,,Stranded,,,,,,,,,,,,,,0,,,,,Y,N,Lost; Crew rescued; Became obstruction,
Harry K Fooks,,,Motor vessel diesel,1921,,9/10/1941,1941,9,10,"Rehoboth Beach, DE E 4 mi",38-42-36 N,74-59-48 W,"Collision w/ ""E J Codd""",,,,,,184,,,"Lewes, DE",Fishing trip,,,,,,,,,,N,,
Harry Landall,,William A Ripley,Schooner,1866,"Belleville, NJ",10/24/1884,1884,10,24,Cape May,,,"Collision w/ ""Rachel Seaman""",,,127,30,19,239,,"Newark, NJ","New York, NY",Virginia,Mills,,,,,,,,N,N,#11311 Partial loss; repaired in Philadelphia,
Harry Prescott,,,Schooner,1882,"Bath, ME",12/27/1902,1902,12,27,Little Beach LSS SE 2.5 mi,,,Stranded,,US,140,34,11.6,433,411,"New Haven, CT","Brunswick, GA","New York, NY",Corey,7,,0,"$8,000","$6,000",Lumber,Little Beach,N,N,#95715 Refloated; $5000 damage,
Harry Rush,Cleona,D T Sheridan,Barge,1908,"Noank, CT",2/17/1943,1943,2,17,Barnegat Inlet E 9 mi,39-33-00 N,73-42-00 W,"Collision w/ ""F F Clain""",,,193.2,35,17.6,956,,"Philadelphia, PA",,,,2,,,,,,,Y,N ,#205045; Total loss; possible war victim,
Harry Waddington,,D S Stetson,Schooner,1882,,2/22/1892,1892,2,22,,36-10-00 N,73-24-00 W,Waterlogged; Abandoned,,,,,,469,,"Philadelphia, PA","Pensacola, FL","Philadelphia, PA",Lewis S Lee,8,0,0,"$15,000","$10,000",Lumber - 725 ton,,Y,N,#95655 Total loss; some insurance,
Hastings,,,Transport,,,10/1776,1776,10,,Brigantine Shoal E 2 mi,39-23-20 N,74-19-00 W,Stranded,,England,,,,,,,,,Campbell,,,,,,,,,N,Crew taken prisoner in Philadelphia,
Hatfield,,,Bark,,,~ 1881,1881,,,Brigantine Inlet,39-26-00 N,74-18-30 W,Foundered,,,,,,,,,,,,,,,,,Jute & flax,,,N,,
Hatteras,,Old Dominion SS Co,Steamship,1865,"Williamsburg, LI",11/8/1881,1881,11,8,Great Egg Harbor,,,"Collision w/ ""Blanche Hopkins""",Wood,US,171.5,33.5,10.3,868,,"New York, NY",,,Boaz,,,0,,,,,N,N,#11477; Returned to New York for repairs,
Hattie,,,Barge,,,9/25/1916,1916,9,25,"Long Branch, NJ",,,Towing vessel disabled,,,,,,1286,,,,,,4,,0,"$60,000","$10,000",Coal,,N,N,"Towed in by CG Cutter ""Seneca""",
Hattie Baker,,,Schooner,1864,"Boston, MA",12/20/1889,1889,12,20,Little Beach LSS SE 1.5 mi,,,Stranded,,,116,30,9,346,328.42,"Barnstable, MA","Rondout, NY","Richmond, VA",Kelley,7,,0,"$6,000","$3,000",Cement,Little Beach & Little Egg,,N,,
Hattie Burcham,,,Motor vessel diesel,,,~ 1860,1860,,,Delaware Bay Old Bare Shoal,,,,,,,,,,,,,,,,,,,,,,Y,N ,Sunk,
Hattie Douglas,,,Schooner,1873,"New London, CT",3/12/1907,1907,3,12,Sandy Hook,,,Battered by ice,,,34.4,12.8,5.4,13,,"New London, CT",,,,3,,0,,,,,Y,N,#95212 Total loss,
Hattie Godfrey,,,Schooner,1882,"Cherryfield, ME",1/14/1900,1900,1,14,Sandy Hook Point,,,Stranded,,,87,26.4,6.4,104,99,"Machias, ME","New York, NY","Baracoa, Cuba",Lord,5,,0,"$4,000","$3,000",General cargo,,N,N ,#95705 Ship and cargo saved,
Hattie J,,,Schooner,1864,"Great Egg Harbor, NJ",9/24/1881,1881,9,24,Great Egg Harbor Inlet North side,,,Stranded,,,,,,30,28.53,"Somers Point, NJ","Somers Point, NJ","New York, NY",Campbell,3,,0,$800,$100,Wood,,N,N,#11262 Refloated,
Hattie M Howes,,,Schooner 3 masted,1869,"Providence, RI",9/28/1880,1880,9,28,Sandy Hook,,,"Collision w/ ""Chalmette""",,,113,29.1,8.5,197,,"Providence, RI","New Orleans, LA","New York, NY",,,,,,,,,N,N,#11959 Towed to NY; Partial loss,
Hattie Paige,,Charles P Godfrey et al,Schooner,1867,"Bridgeton, NJ",4/29/1885,1885,4,29,Sandy Hook In Horse Shoe,,,Stranded,,,115.1,29.5,9.1,297,,"Cape May, NJ","New York, NY","Chester, PA",Charles P Godfrey,,,,,,Cement,,,N ,#11811,
Hattie Perry,,,Schooner,1862,"Bath, ME",10/19/1881,1881,10,19,Cape May Point; 1 1/2 mi E LSS #40,,,Stranded,,,,,,174.12,,"New Bedford, MA","New Bedford, MA","Philadelphia, PA",Chase,5,,0,"$8,000","$2,400",Lumber & sperm whale oil,Sta #40,N,N ,#95182; Refloated; ship and cargo saved,
Hattie Rebecca (1897),,,Schooner,1875,"Noank, CT",1/28/1897,1897,1,28,Sea Isle City,,,Stranded,,,41.8,15,6,18,16.63,"Somers Point, NJ","Atlantic City, NJ",Fishing trip,Parker,3,,0,"$1,500",$0,None,Sea Isle City Sta,N,N,#95394; Refloated; saved,
Hattie Rebecca (1902),,,Schooner,1875,"Noank, CT",7/9/1902,1902,7,9,Absecon Inlet,,,Stranded,,,41.8,15,6,18,16.63,"Somers Point, NJ","Atlantic City, NJ",Fishing trip,Morey,5,,0,$600,,,Atlantic City,N,N,#95394; All cargo lost,
Hattie S Collins,,,Schooner,1867,"East Haven, CT",3/28/1881,1881,3,28,Barnegat Inlet North side,,,Grounded,,,97,26,7,122.77,116.63,"New Haven, CT","Boothbay, ME","Barnegat, NJ",,5,,0,"$5,000",$400,30 ton Ice,,,N ,#11341,
Hattie S Williams,,,Schooner 3 masted,1879,"Bath, ME",4/20/1893,1893,4,20,Squan Beach N 1.5 mi,,,Stranded,Wood,,181.2,39.9,18,898,853,"Fall River, MA","Baltimore, MD","Fall River, MA",Allen,10,,0,"$20,000","$4,000",Coal,Squan Beach,Y,N ,#95561; Total loss,
Hattie V Kelsey,,,Schooner 3 masted,1874,"West Haven, CT",9/14/1904,1904,9,14,Sandy Hook,,,Collision,Wood,,140.2,34,11.5,412,393,"New York, NY","Newport News, VA","Bridgeport, CT",,6,,,,,Coal,N,Y,N ,#95324; Sank,
Hattie W Mills,,,Sloop,1887,"Cape May, NJ",7/29/1891,1891,7,29,Hereford Inlet LSS N .5 mi,,,Stranded,,,42.7,15.4,4.3,14,13.42,"Bridgeton, NJ","Auglesea, Wildwood, NJ",Fishing trip,Taylor,3,,0,"$1,000",,,Hereford Inlet Sta,,N ,#95934,
Havana (1875),,J F Ward & Co,Brig,1866,"Sullivan, ME",2/25/1875,1875,2,25,Highlands SE 30 mi,,,Damaged in squall,,,110,28.6,16.6,386,,"New York, NY","Rio de Janiero, Brazil","New York, NY",Meyer,,,,,,,,N,N ,Partial loss,
Havana (1922),,,Schooner - Barge,1900,"Bath, ME",1/11/1922,1922,1,11,"Manatolking, NJ",,,Foundered,Wood,US,245.4,43.3,19.3,1617,,"Fall River, MA","Norfolk, VA","Fall River, MA",,4,,2,,,Coal,,,N,#96535,
Havel,,,Steamer 3 masted,1890,"Stettin, Germany",3/7/1895,1895,3,7,Sandy Hook NE 2.5 mi,,,Stranded,Steel,Germany,463,51.9,34.2,6963,3639,"Bremen, Germany","Bremen, Germany","New York, NY",Gungst,,680,0,"$1,300,000","$500,000",Passengers & cargo,Sandy Hook Sta,N,N ,Refloated,
Hazard,,,Brig,,,2/4/1862,1862,2,4,Squan Inlet,40-05-20 N,74-02-00 W,Stranded,,,,,,,,,,,,10,,,,,,,,N,,
Haze,,H A Mott,Schooner - yacht,1872,"Bath, ME",4/28/1885,1885,4,28,Sandy Hook In Horse Shoe,,,Grounded in gale,,,64.6,17.5,6.4,40,,"New York, NY",,,,,,,,,,,Y,N ,#95147; Total loss,
Healer Dealer,,,Fishing boat,,,~ 1982,1982,,,Townsends Inlet E 22 mi,,,Burned,Fiberglass,,48,,,,,,"Atlantic City, NJ",Fishing trip,Leonard D Wallace,1,2,0,"$150,000",,,,Y,N,Sunk,
Heath,,,Tow boat,,,1/20/1881,1881,1,20,Sandy Hook,,,5 boats lost; 6 in tow,,,,,,,,,"New York, NY","South Amboy, NJ",,,,2,,,,,Y,N ,1 of 6 boats in tow; sunk,
Helen & Sallie,,,Schooner,1887,,5/3/1929,1929,5,3,"Fortescue Creek, NJ",,,Stranded,,,,,,16,,,,,,5,,0,,,,,,N,,
Helen (1879),,Jno Machan & Co,Bark,1867,"Dundee, Scotland",6/28/1879,1879,6,28,Barnegat S 18 mi,,,"Collision w/ ""City of New York""",Steel,England,122.4,23.2,14,282,,"Dundee, Scotland",,,Welsh,,,5,,,,,Y,N,#58228; Total loss,
Helen (1922),,,Schooner - Barge,1911,"Bath, ME",1/12/1922,1922,1,12,Barnegat SE 11 mi,,,Foundered,Wood,US,228.5,37.5,19.3,1285,1153,"Boston, MA","Norfolk, VA","Boston, MA",,5,,0,,,Corn,,,N ,#209020,
Helen A Locke,,J Mays et al,Schooner,1870,"East Boston, MA",12/27/1874,1874,12,27,Little Egg Harbor shoal,,,Stranded,,,95,23.6,9,94,,"Boston, MA",Puerto Rico,"New York, NY",J Grey,6,,0,"$10,000","$3,000",Oranges,Little Egg # 23,Y,N ,#95088; Total loss,
Helen Bethel,,,Passenger liner,1899,"Wilmington, DE",8/24/1910,1910,8,24,Herefort Inlet LSS NE 1.5 mi,,,Stranded,Iron,,78.6,16.5,6.2,62,42,"Philadelphia, PA","Philadelphia, PA",Fishing trip,, ,54,0,"$12,000",,,Hereford Inlet,N,N,#204298; Refloated,
Helen F Leaming,,,Sloop,1894,"Cape May, NJ",4/10/1896,1896,4,10,Atlantic City LSS SSE 1 mi,,,Stranded,Wood,US,37.1,15.6,4.1,15.40,14.61,"Bridgeton, NJ","Hampton, VA","Atlantic City, NJ",Roenhorsk,2,,0,$800,$400,Oysters,Atlantic City,N,N,#96256; Ship & cargo saved,
Helen Frazier,,,Schooner,,,2/3/1845,1845,2,3,Deal Beach,,,Grounded ashore in hurricane,,,,,,,,"Portland, ME","Baltimore, MD","Portland, ME",Clarke,,,,,,,,Y,N,Total loss,
Helen II,,Mary E Carlson,Motor vessel,1901,"Atlantic City, NJ",4/29/1957,1957,4,29,Manasquan Inlet South Jetty,,,Stranded,Wood,,56,16,5.4,23,15,"New York, NY",,Fishing trip,,,,,,,,,Y,N ,#107713; Total loss,
Helen J Seitz,,,Steamer 5 masted,1905,"Camden, ME",2/9/1907,1907,2,9,Long Beach LSS NE 1 mi,,,Grounded,,,281.6,48.4,23,2547,2249,"Boston, MA","Baltimore, MD","Boston, MA",,12,,0,"$100,000","$20,000",Soft coal,Long Beach,,Y,#202544,
Helen M,,,,,,11/7/1953,1953,11,7,Barnegat Lightship SE 26 mi,,,In distress in Nor'easter,,,90,,,,,"Gloucester, MA","Gloucester, MA",Fishing trip,,7,,0,,,,,N,N,Towed to Cape May,
Helen M Waite,,Wadsworth & Kelly,Schooner,1867,"Colais, ME",3/26/1873,1873,3,26,Barnegat N 15 mi,,,"Stranded, Abandoned",,,,,9,123,,,"Savannah, GA","New York, NY",Colin McRae,,,,,,,,N,N,Refloated and towed to New York,
Helen Maria,,Henry Nash & Co,Schooner 3 masted,,,6/25/1886,1886,6,25,Barnegat Light SE 15 mi,,,"Collision w/ ""Lehman Blew""",,,119.3,27.9,10.3,241,,"New York, NY","Philadelphia, PA","Portland, ME",Ellis Look,,,0,,,Coal,,Y,N ,#95328; Sank,
Helen Marie II,,,Steamship,1909,,9/4/1912,1912,9,4,"Racoon Island, NJ",,,Burned,,,,,,12,,,,,,3,,0,,,,,,N,#207896,
Helen Maud,,,Schooner,,,~ 1854,1854,,,Long Beach Island,,,Grounded,,,,,,,,,,,,,,,,,,,Y,N,Broke up; crew found starving,
Helen Merander,,,Schooner,,,11/15/1878,1878,11,15,Tuckers Beach E 1.5 mi,,,Foundered,,US,,,,45,,"New Bedford, MA","Fairhaven, MA","Philadelphia, PA",Shira Kelly Fair,,,,"$1,500","$5,000",,,,N ,#11065,
Helen W,,,,,,8/31/1913,1913,8,31,Sandy Hook,,,,,,,,,,,,,,,3,,0,$75,,,Sandy Hook,,N,,
Helena II,,Thomas L Orummord,Motor vessel,1914,"Bath, ME",3/31/1927,1927,3,31,"Wildwood, NJ",,,"Collision w/ ""Alden""",Wood,,47.8,11.3,4,19,15,"Philadelphia, PA",,,,?,,0,,,,,Y,N,#223357; Sunk,
Helia,,,Launch,,,10/20/1913,1913,10,20,Little Beach LBI N 3 mi,,,Burned,,,,,,,,,,,,2,,0,"$4,000",,,Little Beach,Y,N,Sunk,
Helicon,,,Schooner - Barge,1869,"Mystic, CT",11/27/1898,1898,11,27,Atlantic City,,,Foundered,Wood,US,181.5,38.2,23.9,1198,1140,"New York, NY","Norfolk, VA","Providence, RI",,4,,2,,,Coal,,Y,N ,#11997; Total loss,See scrapbooks 38 - 43 - Purple Misc
Helis,YO-153,U S Navy,Tanker,1943,"Brooklyn, NY",5/16/2005,2005,5,16,Garden State North Artificial Reef,39-37-850 N,74-00-793 W,Scuttled,Steel,US,170,,,,,NJ AR,GSN,157,,,,,,,,,Y,Y,Commisioner's Initiative,
Hellen,,,Brig,,,11/19/1769,1769,11,19,Barnegat,,,Stranded,,,,,,,,,Learn,"New York, NY",Workman,,,0,,,,,Y,N ,Cargo saved; ship lost,
Hendrick Hudson (1855),,,Packet ship,1841,,3/12/1855,1855,3,12,New Jersey coast,,,Foundered in hurricane,,,,,,824,,,"New York, NY","London, England",William B Smith, ,,2,,,,,Y,N,Total loss,
Hendrick Hudson (1865),,,Schooner,,,9/26/1865,1865,9,26,Barnegat Inlet,,,Wrecked,,,,,,104,,"New London, CT","Philadelphia, PA","Providence, RI",I W Avery,5,,,,,Coal,,Y,N,Total loss; details unknown,
Henlopen,,South Transportation Co,Barge,1917,"Wilmington, DE",8/29/1936,1936,8,29,Margate City SE 9.2 mi,39-13-00 N,74-22-00 W,Foundered in strong wind,Wood,US,205.6,32,12.6,765,740,"Philadelphia, PA","New York, NY","Chester, PA",Louis Robinson,2,0,0,"$17,500",Unknown,1212 tons pig iron,,,N ,#166732,
Henrico,,,Schooner,,,12/31/1855,1855,12,31,Barnegat Shoal,,,Stranded,,,,,,,,,"New York, NY","Richmond, VA",,,,,,,,,,N ,,
Henrietta (1841),,,Schooner,,,3/16/1841,1841,3,16,"Long Branch, NJ",,,Stranded,,,,,,,,,,,,,,,,,,,Y,N,Total loss; Went to pieces,
Henrietta (1863),,,Schooner,,,~ 1863,1863,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
Henrietta (1873),,,Schooner,,,2/21/1873,1873,2,21,"Long Branch, NJ",,,Stranded,,,,,,,,"East Rockaway, NY",Virginia,"New York, NY",W H Rider,5,,0,"$4,000",$700,Oysters,Monmouth Beach #4,Y,N ,Refloated,
Henry (1760),,,Ship,,,~1760,1760,,,Absecon Beach,,,Grounded,,,,,,,,,,,William Banks,,,,,,,,Y,N,Cargo partially saved,
Henry (1839),,,Schooner,,,12/22/1839,1839,12,22,Brigantine Shoal,,,Capsized,,,,,,,,"Somerset, MA",,,,,,,,,,,Y,N,Sunk with all crew,
Henry (1854),,,Schooner,,,12/17/1854,1854,12,17,Sandy Hook,,,Stranded,,,,,,,,,"Norfolk, VA","Providence, RI",,,,,,,,,N,N ,Refloated; put into New York,
Henry A Jordan,,,Schooner,,,7/4/1886,1886,7,4,Little Egg Harbor Inlet,,,Grounded,,,,,,102,,"Bridgeton, NJ","Philadelphia, PA","Beach Haven, NJ",Campbell,4,,0,"$6,000","$1,500",Lumber,Little Egg  ,N,N,Refloated,
Henry B Cleaves,,,Brig,1874,"Bath, ME",11/30/1891,1891,11,30,Hereford Shoal,,,Stranded,,,125.8,30.2,11.7,390,370.45,"Portland, ME","Kennebec River, ME","Philadelphia, PA",Wallace,7,,0,"$12,000",$900,Ice,,N,N,"#95302; Refloated; ship, crew & cargo saved",
Henry B Metcalf,H B Metcalf,,Schooner,1856,"Bristol, RI",10/9/1895,1895,10,9,Absecon bar,,,Stranded,,US,105,28.3,8.3,160,152.46,"Bangor, ME","Bangor, ME","Atlantic City, NJ",Harper,4,,0,"$4,000","$2,250",Lumber,Absecon & Atlantic City,Y,N,#11056; Total loss,
Henry C Winship,,,Schooner,1873,"Bath, ME",8/23/1889,1859,8,23,Brigantine Shoal,,,Stranded,,,138.3,32.3,15,487,472.47,"Boston, MA","Windsor, NS","Baltimore, MD",Doaue,9,,0,"$10,000",$450,Plaster,,N,N,#95140; Refloated,
Henry Chase,,,Schooner,,,11/12/1846,1846,11,12,Hereford Inlet bar,,,Grounded,,,,,,,,,"New York, NY","Philadelphia, PA",,,,,,,Barley,,Y,N ,Total Loss,
Henry Clay (1838),,,Schooner,,,4/6/1838,1838,4,6,Squan Beach,,,,,,,,,,,,Folly Landing,"New York, NY",,,,,,,,,,N ,Crew all drowned,
Henry Clay (1846),,,Swallowtail Packet,1845,"New York, NY",03/1846,1846,3,,Squan Beach,,,Stranded,,,181.8,38,29.8,1207,,,"Liverpool, England","New York, NY",Nye,,300,6,,,,,N,N,Refloated; returned to service,
Henry Clay (1860),,,Swallowtail Packet,1845,,1868,1868,,,Squan Beach,40-02-45 N,71-02-40 W,Grounded,,US,189.5,,30,1402,,,,,Ezra Nye,,300,0,,,,,N,N ,Refloated; all saved,
Henry Clay (1911),,Reading Rail Co,Schooner - Barge,1890,"Perth Amboy, NJ",12/5/1911,1911,12,5,Barnegat,40-06-00 N,74-05-00 W,Abandoned,Wood,,186.5,35,16,841,824,"Philadelphia, PA","Philadelphia, PA","East Cambridge, MA",Douglass Ross,4,,0,"$5,161","$3,974",1012 tons coal,,N,N,#96078; Towed to New York,
Henry Clay (1917),,,Schooner,1890,,4/6/1917,1917,4,6,"Montauk Point, NY",,,Foundered,,,,,,841,,,,,,,,,,,,,,N,,
Henry Crocker,,Henry Crocker,Schooner,1904,"Patchogue, NY",5/27/1927,1927,5,27,Sandy Hook,,,Stranded,,,66,24.8,4.8,43,40,"New York, NY",,,,2,,0,,,,,,N ,#200752,
Henry D Brewster,,Smith & Brewster,Schooner,1874,"Bay Shore, NY",1/8/1886,1886,1,8,Monmouth Beach LSS S 2 mi,,,Grounded,,,71,20,5.3,42,,"Patchogue, NY",Virginia,"New York, NY",Hendrikson,5,,0,"$4,000","$1,000",Oysters,Monmouth Beach,Y,N ,#95294; Total loss,
Henry Disston (1886),,,Schooner,,,8/7/1886,1886,8,7,Atlantic City LSS N .75 mi,,,Stranded,,,,,,42,,"Norfolk, VA",,"Atlantic City, NJ",Harris,4,,0,"$3,000",,Ballast,Atlantic City,N,N ,All saved,
Henry Disston (1900),,,Schooner,1881,"Portsmouth, VA",4/26/1900,1900,4,26,Little Beach LSS E 1.5 mi,,,Grounded,,,73,19.8,5.2,41,26,"Norfolk, VA",Great Bay,"Atlantic City, NJ",Showell,4,,0,"$1,500",,,Little Beach,N,N  ,#95644; Refloated; cargo saved,
Henry Disston (1909),,,Schooner,,,5/7/1909,1909,5,7,Atlantic City LSS N 1 mi,,,Stranded,,,,,,41,,,"Greenpoint, NY","Absecon, NJ",,4,,0,"$2,500","$1,200",Oysters,Atlantic City #27,N,N,Refloated,
Henry Finch,,,Schooner,1854,"Poughkeepsie, NY",11/28/1897,1897,11,28,Harvey Cedars LSS NNE 1 mi,39-42-2 N,74-07-8 W,Grounded,Wood,US,111.6,30.6,9.6,208.52,198.1,"New York, NY",Virginia,"New York, NY",Henry Soper,7,,0,,,Wood (pine),Harvey Cedars ,,N ,#11373; See other Henry Finch,
Henry Franklin,,,Schooner,,,3/17/1834,1834,3,17,Barnegat Inlet,,,Stranded,,,,,,,,,,,,,,,,,,,,N ,Cargo stolen; Thieves apprehended,
Henry Grattan,,,Sailing ship,,,7/19/1834,1834,7,19,Little Egg Harbor,39-22-18 N,74-14-40 W,Stranded; Bilged,Wood,England,,,,,,,"Londonderry,Ireland","Philadelphia, PA",Gratian,27,180,0,,,Whiskey; coal,Bonds,Y,N,Cargo/crew/passengers saved; ship lost,
Henry H Pitts,,Henry Pitts,Schooner,1878,"Rondont, NY",12/7/1880,1880,12,7,Between Hereford Inlet & Cape May,,,Struck sunken wreck,,,,,,229,217.71,"New York, NY",,,Cavileer,,,,,,,,N,N ,Partial loss,
Henry Hobart,,,Schooner 3 masted,,,12/20/1872,1872,12,20,Pecks Beach,39-14-40 N,74-36-50 W,Grounded,,,,,,291,252,,"Greenport, NY","Wilmington, DE",,,,,,,Guano,,Y,N,Total loss,
Henry J Raymond,H J Raymond,John Van Buskirk,Schooner,1864,"Newburgh, NY",5/31/1883,1883,5,31,Shark River LSS N 1.5 mi,,,Stranded,Wood,US,113,29.5,9,190.38,180.87,"New York, NY","New York, NY",Virginia,Cranmer,6,,0,"$8,000",,In ballast,Shark River,N,N,#11797; Refloated,
Henry Lemuel,,,Schooner,,,7/2/1841,1841,7,2,,,,Capsized,,,,,,,,"Little Egg Harbor, NJ",,,,,,1,,,,,Y,N,All saved but steward,
Henry M Clarke,,Charlotte Shaw,Schooner,1877,"Essex, MA",8/25/1891,1891,8,25,Absecon Inlet South bar,,,Foundered,Wood,US,102.5,25.2,10.6,173,164.75,"Camden, NJ","Poughkeepsie, NY","Morris River, NJ",Shaw,5,2,0,"$6,000",,,,Y,N,#95470; Total loss,
Henry May,,,Schooner,1854,"Milford, DE",10/3/1897,1897,10,3,Ocean City LSS E 3 mi,,,Capsized,,US,101.7,27.2,9,188.91,179.46,"Portland, ME","James River, VA","Portland, ME",Perry,5,,0,"$3,000","$1,200",Pilings,Ocean City,Y,N,#11569; $1100 of cargo saved,
Henry P Lord,,C P Ingrahaus,Bark,1864,"Harpswell, ME",11/11/1871,1871,11,11,Barnegat E 35 mi,,,Capsized,,US,,,13,326,,"Harpswell, ME","Philadelphia, PA","Portland, ME",Pinckham,,,,,,450 ton coal,,Y,N,"Crew rescued by bark ""Rachel""",
Henry P Mason,,Samuel P Percy,Schooner 3 masted,1884,"Bath, ME",8/29/1903,1903,8,29,"Long Branch, NJ",,,Struck submerged wreck,Wood,US,166.2,35.1,13.6,720,583,"Bath, ME","Rerth Amboy, NJ","Portland, ME",E W Frost,8,4,0,,,Red Clay,Sandy Hook,Y,N,#95807; Sunk,
Henry Poole,,,Brig,,,11/11/1853,1853,11,11,Absecon,,,Stranded,,England,,,,,,,"Glasgow, Scotland","New York, NY",,,,,,,,,,N,,
Henry R Congdon,,,Schooner 3 masted,1874,"Rocky Hill, CT",4/20/1893,1893,4,20,Deal Beach,,,Stranded,Wood,US,131.7,32.5,8.9,374.22,355.51,"Boston, MA","Norfolk, VA","Boston, MA",Murcheson,7,,0,"$12,000",,Coal,Deal Sta,Y,N,#95311; Total loss,
Henry R Tilton,,Samuel E Birdsall,Schooner,1874,"Wilmington, DE",6/16/1886,1886,6,16,Highlands,,,"Collision w/ ""Delaware""",,,152,35,16,492.48,468,,"Baltimore, MD","New York, NY",,,,,,,,,,N ,#95344,
Henry S Robbins,,,Sloop,,,6/13/1902,1902,6,13,Delaware Bay,,,Capsized,,,,,,18,,,"Philadelphia, PA","Port Norris, NJ",,3,2,2,,,Fertilizer,,Y,N,Total loss,
Henry Steers No 80,,,Barge,1911,,1/26/1918,1916,1,26,"Port Newark, NJ",,,Burned,,,,,,368,,,At dock,,,1,,0,,,,,,N,#165801,
Henry Trowbridge,,Henry Trowbridge,Bark,1847,"Portland, CT",8/5/1868,1868,8,5,Highlands of Navesink,,,Abandoned at sea; dismasted,,,86.1,23.8,11.2,172,,"New Haven, CT","New York, NY",Barbados,Hotchkiss,14,,6,,,Livestock & staves,,N,Y,8 people saved; towed in,
Henry Wardell,,,Schooner,1862,,12/26/1909,1909,12,26,Pecks Beach,,,Foundered,,,,,,69,,,,,, ,,1,,,Stone,,,N,#11374,
Henry Waring,,,Schooner,,,~ 4/1829,1829,4,,Barnegat,,,,,,,,,,,,"New Bern, NC",,,,,,,,"Cotton, naval stores",,,N ,,
